Is Fraudulent,Transaction ID,Customer ID,IP Address,Shipping Address,Billing Address,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age Days,Transaction Hour,Customer Location
0,32ce6695-602f-44e9-b97c-9fb264017063,a161cb44-b8c0-4b05-a597-b50a0b3bcaf9,218.30.168.53,"9494 Hernandez Falls Apt. 342
Port Patrickstad, WY 06175","9494 Hernandez Falls Apt. 342
Port Patrickstad, WY 06175",11.43,2024-03-15 11:06:49,credit card,electronics,2,26,mobile,153,11,East Ashley
0,8258b0b8-0ade-4a9e-80bc-d8c15152f9f4,7afbb82d-c466-40a9-8680-aa1bf153c9d7,69.9.56.87,"61386 Bowen Landing Suite 016
West Tyler, AR 28992","61386 Bowen Landing Suite 016
West Tyler, AR 28992",176.58,2024-02-06 14:38:28,credit card,electronics,3,29,desktop,191,14,West Miguel
0,df2dfe39-9ed4-4a18-91e8-d66696e038be,35ccaa49-d331-416c-b6b5-e6a5670e7330,34.44.22.17,"1133 Julie Camp
Blakehaven, RI 92885","1133 Julie Camp
Blakehaven, RI 92885",483.92,2024-01-22 13:30:58,bank transfer,toys & games,2,33,mobile,105,13,Hamiltonberg
0,8e3923ec-dcb9-4502-8643-de9dd63f68b0,3ff1d27e-81e4-4fed-808f-39b15cd65262,151.205.79.167,"561 Owen Lake
Williamsfurt, CA 31731","561 Owen Lake
Williamsfurt, CA 31731",17.41,2024-02-18 08:21:55,credit card,health & beauty,3,33,mobile,165,8,East Joelchester
0,304a6e2b-b9bf-4fc5-90be-13e9bc4521b9,abcb9d5f-f6b2-4878-aa68-08157bae207d,73.4.123.13,"664 Jennifer Isle Apt. 256
South Aaron, VI 45308","664 Jennifer Isle Apt. 256
South Aaron, VI 45308",176.69,2024-01-06 02:30:37,PayPal,clothing,5,34,mobile,186,2,North Tabithamouth
0,8b4e20fb-e05d-4ab9-a3b4-b625c709a97c,db7b5b0e-85ae-4120-8827-ab1c0aee9845,142.51.151.240,"4383 Stephen River Suite 670
Johnsonview, MO 61002","4383 Stephen River Suite 670
Johnsonview, MO 61002",164.51,2024-03-17 23:54:38,debit card,health & beauty,1,37,desktop,241,23,Gillmouth
0,17acb5af-e945-4c34-8e97-bc810d7060ce,59cadb29-25df-44d3-8873-25f31bba62b0,12.254.211.186,"USCGC Castillo
FPO AP 82298","USCGC Castillo
FPO AP 82298",285.50,2024-03-07 01:12:18,PayPal,toys & games,5,45,desktop,148,1,New Stephaniechester
0,368fe9b1-6b11-467b-95bd-58d4a1c6dac9,f8cfb07c-c77e-446c-b171-a2d63fb49152,146.242.60.94,"8637 Andrew Port
Moralesberg, IA 85207","8637 Andrew Port
Moralesberg, IA 85207",75.73,2024-02-18 23:57:10,debit card,home & garden,3,20,desktop,218,23,North Jennifer
0,43545c60-1217-4058-9d57-3da66c7bbb46,453d78ff-e6e1-470d-849d-afa61a0459f4,52.4.248.75,"99027 Bianca Springs
Jasmineton, MT 30410","99027 Bianca Springs
Jasmineton, MT 30410",104.82,2024-02-01 01:32:00,PayPal,clothing,3,57,desktop,49,1,East Charles
0,7f1a6f77-d372-4085-9fb2-1fc1cec906a6,deb53e0d-9efd-4110-be25-1ca565411c7f,142.254.157.62,"47124 Long Centers Suite 776
Carrhaven, OH 69839","47124 Long Centers Suite 776
Carrhaven, OH 69839",181.51,2024-01-13 03:47:27,bank transfer,health & beauty,5,26,desktop,267,3,Catherinetown
0,d1966637-dfce-430c-b4eb-d4a13a587549,c2a36b7d-5c47-434d-97ef-48a1063289c3,27.192.21.188,"3850 Rachel Mountains
Tonyastad, DC 84346","5488 Mendoza Courts Apt. 539
North Hunter, FM 38717",199.97,2024-01-27 01:36:35,PayPal,clothing,5,27,desktop,153,1,East Bradleyfurt
0,526d01a0-34ff-4ce6-90c4-89ec24288702,0c2f6f15-acd7-4350-b82c-2558ee238560,136.113.142.37,"5967 Miguel Corner
Cherylville, GU 82659","5967 Miguel Corner
Cherylville, GU 82659",50.09,2024-01-23 08:13:42,debit card,home & garden,3,33,desktop,343,8,West Courtney
0,a9e6bf0b-7cfc-4d02-81cf-ae0830e4bcb7,292d66e7-fd98-4422-a0d6-df627ca89871,223.195.215.77,"196 Mitchell Locks Suite 858
Moranfort, ME 62041","196 Mitchell Locks Suite 858
Moranfort, ME 62041",713.51,2024-02-15 01:51:51,debit card,toys & games,5,43,tablet,22,1,Vasquezberg
0,48e3a383-9c80-494d-80b8-e7a437336ac9,f01c98d9-2e34-4b59-ba60-eea97f7a23bf,128.227.214.73,"045 Michelle Walk Suite 633
Grayborough, PW 92481","045 Michelle Walk Suite 633
Grayborough, PW 92481",89.47,2024-01-10 10:59:07,debit card,clothing,1,32,mobile,261,10,Berryshire
0,e7470a0b-1103-4d0d-bdc4-c3040d7fa88b,61873e10-3f60-4a80-ae59-a29d4759def2,170.193.86.28,"6664 Stephens Junction
Judithmouth, PA 17983","6664 Stephens Junction
Judithmouth, PA 17983",169.04,2024-03-21 00:35:52,debit card,electronics,2,37,desktop,208,0,North Rachel
0,679cd150-619a-4027-b59a-21b956a34b4d,ab16a24c-e908-451c-ba81-9a67010227aa,146.138.80.254,"4910 Richard Viaduct Suite 295
South Haleymouth, KY 11954","4910 Richard Viaduct Suite 295
South Haleymouth, KY 11954",134.19,2024-03-30 11:37:57,debit card,electronics,2,38,tablet,163,11,Bartonchester
0,ddb71146-4e8e-4928-8dab-7e7fe97e3405,e137f46c-104d-4e2f-8be7-768720735bb3,58.33.86.179,"4497 Mann Lakes Apt. 182
Thorntonfort, AR 34062","89198 Heidi Pass
Mayerfurt, PW 77851",207.18,2024-01-23 16:36:33,debit card,clothing,5,30,tablet,354,16,New Alanhaven
0,90aea957-ce8b-4b53-870d-c84456d5fa57,79a9b579-399d-472c-a03b-cdbf2b813c66,201.131.253.181,"04219 Stanley Flats
Lake Robertoport, CO 04698","04219 Stanley Flats
Lake Robertoport, CO 04698",91.11,2024-02-01 16:22:07,bank transfer,clothing,5,17,mobile,155,16,North Brianchester
0,93d738bf-e4cd-4a60-88d4-54e5fe6e5810,1ff63ed5-92eb-4c29-b5cd-a4ffb695c188,216.97.166.48,"9988 Debra Manors
Gordonview, MT 92967","9988 Debra Manors
Gordonview, MT 92967",936.60,2024-01-31 21:12:03,PayPal,clothing,4,37,tablet,263,21,Andrewtown
0,1dfeadb2-c4f0-4f68-a18a-afa48b5b174e,253df9dd-d929-4455-adbb-0d06fa7f4f03,57.233.3.199,"PSC 4528, Box 7018
APO AP 19411","PSC 4528, Box 7018
APO AP 19411",57.40,2024-02-22 18:05:57,bank transfer,health & beauty,1,21,desktop,33,18,Evelynview
0,c767d8eb-7b18-4bfb-9030-68c9425bb2ec,06d8fc35-27c4-41d5-94b6-803c604c66f4,151.32.252.49,"6428 Brian Pike Suite 840
Leslietown, IA 97962","6428 Brian Pike Suite 840
Leslietown, IA 97962",20.98,2024-01-06 04:48:24,PayPal,clothing,2,41,mobile,350,4,Benjaminburgh
0,2cfebf2e-4953-4b31-9322-d40e5ecf2f9d,2aec4269-371a-4df7-a1aa-2a1c438ba101,18.124.136.115,"433 Craig Junction Suite 312
Carsonberg, MS 63579","433 Craig Junction Suite 312
Carsonberg, MS 63579",398.68,2024-02-02 12:07:32,bank transfer,home & garden,4,41,tablet,137,12,North Richardtown
1,224f0789-4a09-43f2-b42e-8ea359c0d025,38530149-8dcb-4ca5-9210-9a90eb8967ab,13.176.2.33,"1547 Ricky Turnpike
South Krystal, DC 36058","1547 Ricky Turnpike
South Krystal, DC 36058",688.90,2024-03-30 06:24:07,debit card,health & beauty,2,45,mobile,25,6,Padillaton
0,0a68d1fe-7fd8-41e6-8ecd-605f0683830e,07cc3897-34ff-4a79-a1cb-82c80cd1dd2c,100.235.109.125,"21730 Kevin Squares
Richardview, WV 81745","21730 Kevin Squares
Richardview, WV 81745",237.41,2024-03-25 18:15:47,credit card,clothing,4,37,mobile,295,18,Villarrealshire
0,63f41f4a-10ab-4f4f-9648-e3ff6017d9fa,1a0ccbbe-5027-4e25-b7db-45e056252c2e,143.105.213.139,"6063 John Well Apt. 172
Reeveshaven, WA 87976","6063 John Well Apt. 172
Reeveshaven, WA 87976",480.73,2024-03-27 05:45:50,PayPal,toys & games,5,31,desktop,280,5,Port Charles
0,7ec769ea-17d6-4ac8-aeec-375f30599df5,273ead50-66ee-4912-8ea5-f287ba9e8a77,65.72.97.22,"5440 Garcia Summit
North Elizabethtown, NH 70706","5440 Garcia Summit
North Elizabethtown, NH 70706",608.34,2024-03-14 09:36:38,bank transfer,health & beauty,3,29,desktop,356,9,North Richardstad
0,3c3ea4d0-31f4-4834-a58d-bb0bf7ccf5aa,c6948178-9322-44d9-b91a-9dd90b1a3630,172.161.53.134,"060 Jensen Fields
Port Jerry, AL 79547","060 Jensen Fields
Port Jerry, AL 79547",484.47,2024-01-15 03:31:06,bank transfer,toys & games,2,47,desktop,167,3,Walkerfurt
0,c836ab74-b682-4c99-b66d-21e558758970,bdce91e8-3cf9-4def-b15e-e8d1d3d7a748,31.254.58.44,"4570 Young Brook
New Ericchester, DC 14519","PSC 2013, Box 4250
APO AA 97818",366.13,2024-02-10 05:43:05,debit card,home & garden,4,32,mobile,31,5,South Makaylamouth
0,500d7559-05ab-44c4-b47a-8f757c47fd25,844dba87-d656-4278-bb4f-3e8a6a3fa3f0,74.227.44.101,"651 Cooper Lodge Apt. 368
Nicoleview, PA 47934","651 Cooper Lodge Apt. 368
Nicoleview, PA 47934",393.88,2024-04-02 04:11:28,credit card,home & garden,3,35,tablet,266,4,Millerton
0,077523aa-6718-4fdf-8707-0fe34b544c64,f03f647e-67a1-475d-abfe-91af59f28e56,118.232.53.179,"65388 Brenda Alley
Beckview, TX 08811","65388 Brenda Alley
Beckview, TX 08811",58.08,2024-01-31 19:37:55,debit card,electronics,2,33,tablet,44,19,Angelastad
0,8f06cda1-0c52-449a-8311-a94fb40fd56b,681e18b9-87bf-4b10-bc47-50ce6ef09744,61.12.186.105,"59174 Joshua Orchard
West Christina, ME 01134","59174 Joshua Orchard
West Christina, ME 01134",42.54,2024-02-20 21:26:07,debit card,home & garden,4,35,desktop,354,21,Port Jenniferland
0,7fd044cf-ac51-472a-bba1-d69aba2f8a57,525b1b8a-7f23-44f3-a8f9-f4b9eb1414d4,53.167.229.42,"086 Mccall Fall Suite 802
Nancyville, AL 10155","086 Mccall Fall Suite 802
Nancyville, AL 10155",100.97,2024-01-13 10:16:36,credit card,health & beauty,3,43,tablet,206,10,Huertaborough
0,8dbb3555-639e-4c1a-8eb4-f3208998be2d,99a75675-b9c8-4c19-be81-89af57120317,101.134.207.87,"14586 Perkins Unions Suite 628
East Ashley, CT 39202","14586 Perkins Unions Suite 628
East Ashley, CT 39202",18.65,2024-03-04 20:04:47,credit card,electronics,1,28,mobile,295,20,Alexanderstad
0,e8b05ccc-59ed-45e1-bd9a-d046e6edb18e,87effba4-97c2-4a0a-b18f-c149ee23aba9,47.228.30.178,"506 Barnett Pike Apt. 998
Cowanport, FM 99617","506 Barnett Pike Apt. 998
Cowanport, FM 99617",23.37,2024-01-30 17:17:20,debit card,health & beauty,5,36,desktop,21,17,Amandaberg
0,65c548de-cc46-4121-ae87-2737038db3a0,02b6883c-9373-4499-a023-d89df6ba576d,7.150.42.226,"69808 Breanna Circles Suite 451
Kyleland, MP 10365","69808 Breanna Circles Suite 451
Kyleland, MP 10365",16.20,2024-03-25 22:09:19,bank transfer,electronics,1,54,tablet,136,22,North Michele
0,d834f01d-b7f8-457d-963c-269d0e057ba3,801d49fa-a5b0-4e50-a33d-f64340ad7923,148.247.110.134,"733 Bell Trail Apt. 732
Port Lanceshire, NM 70774","733 Bell Trail Apt. 732
Port Lanceshire, NM 70774",67.16,2024-03-31 22:58:35,credit card,health & beauty,1,41,desktop,57,22,South Scottberg
0,71a11410-1676-4380-ad03-d57e4dc5a4e7,b415a173-389a-4a13-8e76-2cfcdd9a68da,143.242.1.99,"39855 Robin Bypass
South Alex, WA 38823","39855 Robin Bypass
South Alex, WA 38823",49.61,2024-01-19 11:59:18,bank transfer,health & beauty,3,23,tablet,2,11,North Coreymouth
0,d8b0dbff-aab4-44f9-a7b7-310d75d6c433,8098c472-4652-44f4-a290-0813c5edb2ba,103.186.137.193,"70847 Graham Center
Williamsside, VI 83842","70847 Graham Center
Williamsside, VI 83842",111.22,2024-03-22 22:44:03,bank transfer,clothing,1,22,desktop,306,22,Port Derrick
0,10554936-d41a-4238-93d1-8b463ca6d786,0bd45b8c-29e7-46e1-936e-cbf9ccad60e0,140.160.24.29,"94488 Osborn Stream
Taylortown, IL 50415","94488 Osborn Stream
Taylortown, IL 50415",32.17,2024-01-28 16:31:22,debit card,health & beauty,1,37,tablet,280,16,Port Audreyside
0,b13f9ce0-3e3e-4011-a843-b9bfc2c4db22,6b42c05d-d2bf-4f1e-8308-e15f2ac6e70b,39.54.200.64,"232 Patterson Court Suite 348
Jennabury, FL 52160","232 Patterson Court Suite 348
Jennabury, FL 52160",147.65,2024-02-07 23:37:14,credit card,clothing,1,40,desktop,21,23,Edwardtown
0,fc479fbe-3373-409a-becc-210cf6b9898e,7862c6b5-2bc8-4152-a120-f7add21501f6,118.132.96.44,"USCGC Allen
FPO AA 46677","USCGC Allen
FPO AA 46677",331.61,2024-01-13 03:19:15,PayPal,clothing,5,36,tablet,347,3,Jeffreyport
0,8939b983-f36a-49f1-a2dd-e2f548d3e8db,5b58061f-ee80-48a1-a454-17736729d098,110.238.197.230,"83890 Mendoza Trafficway Suite 364
Arthurville, CT 66215","83890 Mendoza Trafficway Suite 364
Arthurville, CT 66215",666.23,2024-01-22 06:01:25,PayPal,electronics,2,32,desktop,153,6,New Ravenview
0,3854d841-fa60-414f-82c9-da2c9fac340b,2cf7fc3a-98a8-4226-a0dc-841b68420e22,59.146.23.30,"7830 Kristina Divide Suite 015
Leeland, HI 99162","7830 Kristina Divide Suite 015
Leeland, HI 99162",304.00,2024-02-09 06:10:41,debit card,clothing,5,12,desktop,175,6,East Jeffreyshire
0,cd595ca8-6dfe-464d-a638-bc001685df30,b37c97bd-2fc3-4927-a103-41b18e1253f6,51.86.239.215,"8331 Harding Rue
South Amytown, NV 28360","8331 Harding Rue
South Amytown, NV 28360",54.88,2024-03-07 13:30:16,debit card,home & garden,5,23,mobile,254,13,South Bryanton
0,59871222-7d8a-4bca-b6f8-0cb709182aec,456bbe26-32d4-4a5c-9e37-e7f8c44e0b39,213.63.198.47,"35564 Cindy Fork Suite 608
Kingburgh, AR 94157","35564 Cindy Fork Suite 608
Kingburgh, AR 94157",80.05,2024-01-25 03:58:27,PayPal,health & beauty,1,34,desktop,57,3,Thomasborough
0,b2dc5366-a449-4437-82e5-570a6dd8b273,afea491d-f010-4cac-9e64-8dd3c099168a,26.39.147.105,"7904 Robinson Mountain Suite 099
Port Stevenbury, HI 88905","7904 Robinson Mountain Suite 099
Port Stevenbury, HI 88905",129.48,2024-01-14 02:52:22,PayPal,health & beauty,4,30,tablet,35,2,Dianaburgh
0,2ec7941e-0b2b-4966-934d-95a52ae4378d,e0be92c6-a50c-4e99-8cc5-8d94f9bbae36,178.118.197.245,"447 Carey Ramp Suite 006
East Vincentburgh, FL 68285","447 Carey Ramp Suite 006
East Vincentburgh, FL 68285",130.06,2024-03-16 16:38:16,debit card,health & beauty,4,47,desktop,139,16,Michaelmouth
0,f554730b-1cd5-4346-8da3-5ddcea6fbbd9,9a7fa110-2ed1-404e-aaf3-410ec044408c,130.144.133.188,"926 Jones Forest
Normanberg, MD 20303","920 Joseph Stravenue
Lake Edwardville, RI 69910",94.99,2024-02-20 22:47:15,PayPal,home & garden,4,46,mobile,325,22,Stoneborough
0,d8166554-1153-4d22-9168-1a710562e99b,c3513f25-dbe5-4c9a-848b-2521fc3991de,215.208.97.187,"71064 Evelyn Pines
Porterfort, FM 16000","71064 Evelyn Pines
Porterfort, FM 16000",363.65,2024-01-24 22:50:31,credit card,home & garden,2,37,tablet,255,22,Miketown
0,28a2dc62-c34f-454c-8d32-a8366be15e32,4bc31609-2fbf-4f99-9540-e6ce908be78a,35.2.64.81,"USNV Stone
FPO AE 08800","USNV Stone
FPO AE 08800",90.13,2024-03-16 06:33:18,debit card,electronics,2,31,mobile,338,6,Lisafort
0,3ae36a9f-2454-490f-9fd5-6827b7b3d131,56685ca7-5e20-43fc-b6ce-718a22c15142,81.4.158.70,"PSC 8398, Box 6155
APO AA 45083","PSC 8398, Box 6155
APO AA 45083",51.76,2024-02-24 17:47:49,bank transfer,health & beauty,1,40,desktop,125,17,Port Debrahaven
0,97017850-6b65-420d-ab37-2f85d55506d6,84f3ee34-5ae4-407a-ba10-ddb44b51815a,110.141.56.61,"873 Lindsay Port
New Arthurfurt, WY 17833","873 Lindsay Port
New Arthurfurt, WY 17833",752.38,2024-02-23 15:47:43,PayPal,electronics,1,18,desktop,209,15,West Elizabeth
0,d90a09dc-50cd-490b-ab5c-10a532571095,043031cf-b4e5-407f-a453-528d22970987,28.11.66.196,"1925 Wood Cove
Ericksonburgh, MH 10681","7005 Mitchell Walks
North Kathyland, IA 96466",47.69,2024-02-03 14:54:56,PayPal,toys & games,1,29,tablet,193,14,Vasquezport
0,de2ed32f-777d-4183-ab83-23c03181b0cc,f90650c8-8e4a-4b05-8516-4a07238c4de7,22.1.114.113,"0983 Emily Village Suite 178
Port Michael, DC 03370","0983 Emily Village Suite 178
Port Michael, DC 03370",61.69,2024-01-21 00:37:32,PayPal,toys & games,1,23,desktop,64,0,Johnhaven
0,ef1aaaf0-68a3-4c96-8bc3-c686e2814d34,b4e912d4-e928-4496-9bbf-88dfbcb567cd,57.214.186.252,"5014 Donna Loaf
Andrewshire, HI 74387","5014 Donna Loaf
Andrewshire, HI 74387",98.94,2024-02-21 14:30:58,credit card,clothing,5,46,mobile,168,14,Gonzalezland
0,236acfa1-2c9b-469b-a147-e6c557e2e4a0,55f62027-877f-43e3-a8e9-8e72758f7f87,20.97.227.201,"0638 Dwayne Walks
West Williamton, UT 96086","0638 Dwayne Walks
West Williamton, UT 96086",54.43,2024-01-22 19:26:37,PayPal,health & beauty,2,52,mobile,229,19,South Wesley
0,93b8fe11-1bde-491a-9b77-075c85252324,db42c1e8-260e-4bba-b0e7-2532dd5a79e0,220.82.76.147,"2706 Denise Trail
Lake Jamesview, MP 38167","2706 Denise Trail
Lake Jamesview, MP 38167",26.48,2024-01-26 00:33:58,PayPal,clothing,5,29,mobile,309,0,New Laurenstad
0,19f46b28-03bb-4cb1-a95f-044edf9660bc,9c861c04-9fbf-40f9-88a8-462187919843,80.239.67.130,"447 Steven Forks Suite 479
Pinedaside, OK 41556","447 Steven Forks Suite 479
Pinedaside, OK 41556",65.24,2024-03-06 18:30:37,credit card,home & garden,5,13,mobile,155,18,Mooreport
0,55e65045-cad2-4dc0-ab37-0e653cd1b124,a23a66c1-cd26-474c-89ef-28b90fe6c901,51.10.100.240,"USCGC Ortiz
FPO AE 08593","54694 Harris Trafficway Apt. 696
North Jack, WV 03221",295.30,2024-02-03 21:45:31,bank transfer,home & garden,1,37,desktop,264,21,Russellside
0,2a0f453e-ca15-49a3-8af0-a54e92d667c9,5b398cbd-9f07-4757-a36d-6d9fc2172a6d,151.207.156.4,"14964 James Creek Suite 362
New Jenniferside, CA 71875","14964 James Creek Suite 362
New Jenniferside, CA 71875",126.36,2024-03-05 17:39:09,credit card,electronics,1,28,mobile,358,17,Kaylamouth
0,811efe25-6f82-41e6-9c8f-490ee03959c6,80b10424-576a-4f37-8026-0b6e0f630e2d,68.57.4.240,"093 Justin Light
Whitestad, NV 72911","093 Justin Light
Whitestad, NV 72911",281.74,2024-02-19 17:40:16,debit card,health & beauty,3,30,desktop,22,17,Thompsonfort
0,9646d80b-7ff0-48e3-94a8-ee817d384470,b15e5ffb-c3f0-4b72-820a-39d0f7e8857a,175.31.57.170,"8195 Knight Points
Rogerville, NY 69040","8195 Knight Points
Rogerville, NY 69040",234.07,2024-02-26 14:40:15,bank transfer,home & garden,1,57,tablet,130,14,Jamesborough
1,401d91ee-e807-4cef-b803-ff5225d061ca,cd41b91f-5bd2-42d2-8cdc-73aa719c084d,135.7.165.245,"6366 Rhodes Parks Suite 234
East Jamieberg, NC 25686","6366 Rhodes Parks Suite 234
East Jamieberg, NC 25686",69.36,2024-03-28 20:01:05,credit card,electronics,2,32,desktop,14,20,Garyfurt
0,300e2932-77ef-49f3-b1a7-5818f17d48c8,19080593-37a5-4ba8-8d44-74d122973f5c,123.88.142.145,"766 Stephanie Points Apt. 334
Rojaston, MN 28786","766 Stephanie Points Apt. 334
Rojaston, MN 28786",208.71,2024-01-26 10:18:58,credit card,electronics,4,39,mobile,170,10,Port Robin
0,888a1eb0-81ce-457e-bee8-29fa9b01ca43,6a7a5946-16de-4183-a005-9dfd78fedf03,119.215.173.193,"44465 Gregory Springs Suite 605
Scottmouth, PR 89452","44465 Gregory Springs Suite 605
Scottmouth, PR 89452",209.84,2024-01-02 22:24:16,PayPal,home & garden,4,30,mobile,127,22,West Billside
0,3469455e-414c-4db6-ad43-ad0b822b8fa9,bc6432fb-68f1-4513-a02b-b41f7ade74fd,12.224.199.218,"169 Jenkins Park Apt. 892
Ashleymouth, VA 21952","169 Jenkins Park Apt. 892
Ashleymouth, VA 21952",262.14,2024-03-17 23:19:22,credit card,toys & games,2,47,mobile,127,23,Lake Joyberg
0,c971eaae-8221-477a-89f8-c9b7c6529b88,0fff7881-1123-42cd-bbd2-ff7cc52fa674,217.10.168.156,"988 Michael Junctions Suite 959
Riveratown, FM 96439","988 Michael Junctions Suite 959
Riveratown, FM 96439",224.17,2024-01-17 11:01:05,credit card,health & beauty,2,37,mobile,139,11,Victoriamouth
0,b1a0e14c-ac3d-4d4e-af3a-1467a8cdbc98,f49dec1c-4a2c-45b5-b2eb-b878dce1cd1f,126.135.233.189,"989 Turner Viaduct Suite 065
New Michelleton, NJ 62600","989 Turner Viaduct Suite 065
New Michelleton, NJ 62600",69.43,2024-03-05 20:59:54,debit card,toys & games,1,11,mobile,44,20,Jamesborough
0,f6935d37-6948-4eee-9053-a398a8ac5797,72f92d30-848d-42fd-9f1e-38c48a220f38,158.234.182.45,"63100 Kenneth Streets
North Sharonside, RI 10498","63100 Kenneth Streets
North Sharonside, RI 10498",50.16,2024-02-28 19:44:09,debit card,health & beauty,5,50,tablet,294,19,Port Garrett
0,6cb3e75a-3834-4d54-b936-11b79ff1cdb3,f84c9af1-e8b2-43b4-8b57-0452e93491c2,125.155.109.128,"272 Baker Lane
Joannaview, WI 49984","272 Baker Lane
Joannaview, WI 49984",340.99,2024-03-23 04:23:50,credit card,toys & games,5,49,tablet,74,4,West Eric
0,06ec3bd8-11db-44b0-9158-7938af0b2b60,c68c8ec7-dbd0-48b8-b6ff-d1912f69fddb,30.176.179.8,"302 Riggs Island
Port Amy, DC 21068","302 Riggs Island
Port Amy, DC 21068",217.59,2024-01-03 01:17:36,bank transfer,health & beauty,1,37,tablet,171,1,Port Josephhaven
0,2d2e004e-619b-4bf3-b813-01c838a7daa0,92731beb-ea81-4e9b-a63b-074795c16563,56.37.216.181,"359 Blanchard Passage Suite 318
Jenningsfort, WV 96605","18673 Ramirez Harbor
Shepherdtown, MA 29694",154.46,2024-02-17 15:41:10,bank transfer,clothing,4,34,desktop,195,15,Brandonburgh
0,aff0d7b8-3447-4175-98da-f0f8c1981e24,6b4a26aa-3ca9-422d-be18-e7af09b4ca1d,187.59.235.9,"532 Don Brooks
Fuentesside, PA 51332","532 Don Brooks
Fuentesside, PA 51332",35.84,2024-02-14 00:54:25,bank transfer,electronics,5,29,tablet,122,0,Brianaview
0,a15b1636-998e-432a-adfd-e83ff04d93db,f2a9d99f-3961-470a-b05f-917e11478ba0,200.70.54.180,"842 Guerra Trafficway
Port Gloria, IL 91917","842 Guerra Trafficway
Port Gloria, IL 91917",73.10,2024-02-29 20:18:03,bank transfer,health & beauty,3,28,tablet,5,20,Kelleytown
0,827a46d5-2504-4a56-86ca-c6a9754fdc6f,09848ec9-e030-4c84-9006-57ef091a5439,56.227.161.24,"2232 Brown Manors
East Katherine, TN 12388","2232 Brown Manors
East Katherine, TN 12388",101.57,2024-02-12 22:47:53,credit card,clothing,5,49,tablet,80,22,Bryanberg
0,cd240d04-84b5-436c-8ba0-31b976e612a1,c9a51d62-3c02-4fbc-bf75-9223fcb392bd,123.47.28.62,"2118 Sarah View Suite 451
Marystad, WY 70074","2118 Sarah View Suite 451
Marystad, WY 70074",83.06,2024-01-04 03:05:22,bank transfer,health & beauty,5,45,mobile,56,3,Schultzton
0,2a877ee2-e588-479d-959b-9bf5cd2196c5,851f1ded-9dee-4e31-a1bc-55a22c6f459b,34.155.145.229,"55285 Patricia Lodge Suite 189
North Kimshire, MD 14382","55285 Patricia Lodge Suite 189
North Kimshire, MD 14382",69.04,2024-01-14 06:48:08,debit card,home & garden,2,47,tablet,54,6,North Matthew
0,257aaaa3-46cc-4dbc-ada2-309407baae0d,d7f075ce-d152-4ff0-9446-ed04094f916e,104.22.183.125,"USS Waters
FPO AP 41559","USS Waters
FPO AP 41559",205.70,2024-02-08 08:11:53,bank transfer,clothing,5,37,mobile,260,8,Briannafort
0,b178a520-bf30-491b-9da0-4d8cfc08c059,4b05724e-9d68-48ff-9b25-0c323fd0451c,122.63.231.29,"472 Fernandez Station Apt. 730
Leeberg, RI 37491","472 Fernandez Station Apt. 730
Leeberg, RI 37491",206.79,2024-01-04 15:23:07,bank transfer,toys & games,1,24,mobile,259,15,New Jenniferbury
0,0ebb074d-4686-4feb-a2c6-80781b6d1eae,bdbd9d92-568b-45d0-82be-2158a57c5dd0,21.203.100.61,"51484 James Tunnel Apt. 868
New Latoyaville, TN 84775","51484 James Tunnel Apt. 868
New Latoyaville, TN 84775",21.60,2024-01-09 07:28:07,credit card,home & garden,4,21,desktop,149,7,North Alexander
0,19df5188-eb7f-4ceb-83fd-f1c5698a5ade,3a452bc0-756d-4997-a9ad-1d4352513314,184.199.161.74,"36705 Douglas Circle
Maryton, PR 62655","36705 Douglas Circle
Maryton, PR 62655",342.87,2024-02-21 13:08:09,debit card,electronics,5,33,tablet,178,13,East Ericaport
0,d05e05ad-4342-43bf-8d54-9d849acd3462,28420b6c-d93d-4fdd-8c06-a097427e062e,78.160.151.19,"6616 Kristen Prairie Suite 699
South William, CT 60227","46773 Lawson Streets
Jonesville, OR 56720",86.98,2024-01-25 20:51:55,credit card,health & beauty,5,30,tablet,273,20,Port Scottside
0,96e94573-b3ef-49be-8b20-c1919685d03c,2c67ffd3-7632-4293-b1ae-35225e0517e5,31.27.12.187,"566 Matthew Pike
Port Connie, VT 83247","322 Stein Row
Wongchester, FM 98559",187.86,2024-02-01 05:29:31,bank transfer,home & garden,1,36,tablet,173,5,East David
0,4df1bab9-70b0-4bae-8d88-164b37c050d0,340491dd-4f26-45d2-bbf6-4172e70315d9,150.107.46.150,"1767 Jennifer Plains
Yorkmouth, LA 39492","1767 Jennifer Plains
Yorkmouth, LA 39492",220.51,2024-01-14 16:16:12,bank transfer,home & garden,1,63,tablet,45,16,Kelseyberg
0,6dc8e261-1947-4f26-8f7e-23526fa2292e,b39bb2b8-ec5c-440a-b491-5a3ef9c5f674,32.249.228.240,"USCGC Mullen
FPO AA 01540","USCGC Mullen
FPO AA 01540",30.94,2024-01-19 15:52:22,debit card,electronics,5,26,mobile,267,15,Walterfort
0,e24a6ada-0e13-4725-be23-82522a09e3a8,201fbdc0-2141-48a2-a95d-ed0cb55de9fb,150.75.20.163,"8349 Sydney Loaf
North Carolynville, SC 40884","02046 Pamela Spur Apt. 071
Harrisberg, PW 57987",127.57,2024-01-19 00:42:33,debit card,health & beauty,4,35,tablet,335,0,New John
